,Year,Time Occurred,Crime Code Description,Count,Hour
63752,2014,05:25:00,BATTERY - SIMPLE ASSAULT,2,5.25
63755,2014,05:25:00,BURGLARY,8,5.25
63756,2014,05:25:00,BURGLARY FROM VEHICLE,2,5.25
63766,2014,05:25:00,THEFT OF IDENTITY,2,5.25
63771,2014,05:25:00,VEHICLE - STOLEN,2,5.25
63773,2014,05:26:00,THEFT OF IDENTITY,1,5.26
63774,2014,05:27:00,BURGLARY,1,5.27
63775,2014,05:29:00,VEHICLE - STOLEN,1,5.29
63778,2014,05:30:00,BATTERY - SIMPLE ASSAULT,36,5.3
63785,2014,05:30:00,BURGLARY,65,5.3
63786,2014,05:30:00,BURGLARY FROM VEHICLE,51,5.3
63816,2014,05:30:00,THEFT OF IDENTITY,4,5.3
63828,2014,05:30:00,VEHICLE - STOLEN,52,5.3
63833,2014,05:34:00,BURGLARY,1,5.34
63834,2014,05:34:00,BURGLARY FROM VEHICLE,1,5.34
63838,2014,05:35:00,BATTERY - SIMPLE ASSAULT,4,5.35
63841,2014,05:35:00,BURGLARY,5,5.35
63842,2014,05:35:00,BURGLARY FROM VEHICLE,2,5.35
63858,2014,05:35:00,VEHICLE - STOLEN,1,5.35
63863,2014,05:40:00,BATTERY - SIMPLE ASSAULT,9,5.4
63868,2014,05:40:00,BURGLARY,17,5.4
63869,2014,05:40:00,BURGLARY FROM VEHICLE,4,5.4
63882,2014,05:40:00,THEFT OF IDENTITY,2,5.4
63889,2014,05:40:00,VEHICLE - STOLEN,8,5.4
63895,2014,05:43:00,BURGLARY,1,5.43
63899,2014,05:45:00,BATTERY - SIMPLE ASSAULT,14,5.45
63903,2014,05:45:00,BURGLARY,19,5.45
63904,2014,05:45:00,BURGLARY FROM VEHICLE,13,5.45
63920,2014,05:45:00,THEFT OF IDENTITY,4,5.45
63928,2014,05:45:00,VEHICLE - STOLEN,4,5.45
63932,2014,05:47:00,BURGLARY,1,5.47
63933,2014,05:47:00,VEHICLE - STOLEN,1,5.47
63934,2014,05:48:00,BURGLARY FROM VEHICLE,1,5.48
63939,2014,05:50:00,BATTERY - SIMPLE ASSAULT,7,5.5
63942,2014,05:50:00,BURGLARY,11,5.5
63943,2014,05:50:00,BURGLARY FROM VEHICLE,9,5.5
63961,2014,05:50:00,VEHICLE - STOLEN,8,5.5
63970,2014,05:55:00,BATTERY - SIMPLE ASSAULT,6,5.55
63971,2014,05:55:00,BURGLARY,7,5.55
63972,2014,05:55:00,BURGLARY FROM VEHICLE,1,5.55
63979,2014,05:55:00,THEFT OF IDENTITY,1,5.55
63984,2014,05:55:00,VEHICLE - STOLEN,5,5.55
63986,2014,05:58:00,BURGLARY FROM VEHICLE,1,5.58
63987,2014,05:59:00,BURGLARY,1,5.59
63993,2014,06:00:00,BATTERY - SIMPLE ASSAULT,78,6.0
64000,2014,06:00:00,BURGLARY,158,6.0
64001,2014,06:00:00,BURGLARY FROM VEHICLE,81,6.0
64041,2014,06:00:00,THEFT OF IDENTITY,191,6.0
64054,2014,06:00:00,VEHICLE - STOLEN,148,6.0
64058,2014,06:02:00,BURGLARY,1,6.02
64061,2014,06:04:00,THEFT OF IDENTITY,1,6.04
64064,2014,06:05:00,BATTERY - SIMPLE ASSAULT,2,6.05
64066,2014,06:05:00,BURGLARY,4,6.05
64067,2014,06:05:00,BURGLARY FROM VEHICLE,1,6.05
64079,2014,06:05:00,VEHICLE - STOLEN,6,6.05
64083,2014,06:10:00,BATTERY - SIMPLE ASSAULT,11,6.1
64086,2014,06:10:00,BURGLARY,7,6.1
64087,2014,06:10:00,BURGLARY FROM VEHICLE,5,6.1
64099,2014,06:10:00,THEFT OF IDENTITY,1,6.1
64105,2014,06:10:00,VEHICLE - STOLEN,4,6.1
64113,2014,06:15:00,BATTERY - SIMPLE ASSAULT,14,6.15
64117,2014,06:15:00,BURGLARY,26,6.15
64118,2014,06:15:00,BURGLARY FROM VEHICLE,7,6.15
64142,2014,06:15:00,VEHICLE - STOLEN,18,6.15
64154,2014,06:20:00,BATTERY - SIMPLE ASSAULT,8,6.2
64157,2014,06:20:00,BURGLARY,13,6.2
64158,2014,06:20:00,BURGLARY FROM VEHICLE,3,6.2
64170,2014,06:20:00,THEFT OF IDENTITY,1,6.2
64179,2014,06:20:00,VEHICLE - STOLEN,8,6.2
64183,2014,06:23:00,VEHICLE - STOLEN,1,6.23
64185,2014,06:25:00,BATTERY - SIMPLE ASSAULT,7,6.25
64188,2014,06:25:00,BURGLARY,4,6.25
64189,2014,06:25:00,BURGLARY FROM VEHICLE,2,6.25
64201,2014,06:25:00,VEHICLE - STOLEN,4,6.25
64206,2014,06:28:00,BATTERY - SIMPLE ASSAULT,1,6.28
64209,2014,06:28:00,THEFT OF IDENTITY,1,6.28
64214,2014,06:30:00,BATTERY - SIMPLE ASSAULT,51,6.3
64219,2014,06:30:00,BURGLARY,119,6.3
64220,2014,06:30:00,BURGLARY FROM VEHICLE,55,6.3
64251,2014,06:30:00,THEFT OF IDENTITY,11,6.3
64261,2014,06:30:00,VEHICLE - STOLEN,58,6.3
64264,2014,06:31:00,BATTERY - SIMPLE ASSAULT,1,6.31
64265,2014,06:31:00,BURGLARY,1,6.31
64271,2014,06:34:00,VEHICLE - STOLEN,1,6.34
64273,2014,06:35:00,BATTERY - SIMPLE ASSAULT,5,6.35
64274,2014,06:35:00,BURGLARY,6,6.35
64275,2014,06:35:00,BURGLARY FROM VEHICLE,2,6.35
64290,2014,06:35:00,VEHICLE - STOLEN,1,6.35
64303,2014,06:40:00,BATTERY - SIMPLE ASSAULT,11,6.4
64306,2014,06:40:00,BURGLARY,17,6.4
64307,2014,06:40:00,BURGLARY FROM VEHICLE,7,6.4
64321,2014,06:40:00,THEFT OF IDENTITY,1,6.4
64326,2014,06:40:00,VEHICLE - STOLEN,7,6.4
64330,2014,06:41:00,THEFT OF IDENTITY,1,6.41
64331,2014,06:42:00,THEFT OF IDENTITY,1,6.42
64332,2014,06:43:00,VEHICLE - STOLEN,1,6.43
64335,2014,06:45:00,BATTERY - SIMPLE ASSAULT,19,6.45
64340,2014,06:45:00,BURGLARY,43,6.45
64341,2014,06:45:00,BURGLARY FROM VEHICLE,12,6.45
64364,2014,06:45:00,THEFT OF IDENTITY,2,6.45
64372,2014,06:45:00,VEHICLE - STOLEN,16,6.45
64376,2014,06:47:00,BURGLARY,1,6.47
64378,2014,06:47:00,THEFT OF IDENTITY,1,6.47
64379,2014,06:48:00,BURGLARY FROM VEHICLE,1,6.48
64386,2014,06:50:00,BATTERY - SIMPLE ASSAULT,23,6.5
64390,2014,06:50:00,BURGLARY,21,6.5
64391,2014,06:50:00,BURGLARY FROM VEHICLE,6,6.5
64407,2014,06:50:00,THEFT OF IDENTITY,3,6.5
64415,2014,06:50:00,VEHICLE - STOLEN,9,6.5
64418,2014,06:52:00,THEFT OF IDENTITY,1,6.52
64421,2014,06:53:00,THEFT OF IDENTITY,2,6.53
64425,2014,06:55:00,BATTERY - SIMPLE ASSAULT,8,6.55
64427,2014,06:55:00,BURGLARY,3,6.55
64428,2014,06:55:00,BURGLARY FROM VEHICLE,3,6.55
64444,2014,06:55:00,VEHICLE - STOLEN,5,6.55
64446,2014,06:56:00,BURGLARY,1,6.56
64452,2014,07:00:00,BATTERY - SIMPLE ASSAULT,107,7.0
64461,2014,07:00:00,BURGLARY,266,7.0
64462,2014,07:00:00,BURGLARY FROM VEHICLE,97,7.0
64503,2014,07:00:00,THEFT OF IDENTITY,161,7.0
64513,2014,07:00:00,VEHICLE - STOLEN,179,7.0
64517,2014,07:01:00,BURGLARY,1,7.01
64518,2014,07:01:00,BURGLARY FROM VEHICLE,1,7.01
64520,2014,07:01:00,VEHICLE - STOLEN,1,7.01
64524,2014,07:03:00,VEHICLE - STOLEN,1,7.03
64530,2014,07:05:00,BATTERY - SIMPLE ASSAULT,3,7.05
64531,2014,07:05:00,BURGLARY,5,7.05
64532,2014,07:05:00,BURGLARY FROM VEHICLE,1,7.05
64544,2014,07:05:00,VEHICLE - STOLEN,3,7.05
64545,2014,07:07:00,BATTERY - SIMPLE ASSAULT,1,7.07
64548,2014,07:07:00,VEHICLE - STOLEN,1,7.07
64549,2014,07:08:00,BATTERY - SIMPLE ASSAULT,2,7.08
64555,2014,07:10:00,BATTERY - SIMPLE ASSAULT,14,7.1
64557,2014,07:10:00,BURGLARY,17,7.1
64558,2014,07:10:00,BURGLARY FROM VEHICLE,10,7.1
64572,2014,07:10:00,THEFT OF IDENTITY,3,7.1
64578,2014,07:10:00,VEHICLE - STOLEN,3,7.1
64582,2014,07:12:00,BURGLARY,1,7.12
64588,2014,07:14:00,BURGLARY,1,7.14
64595,2014,07:15:00,BATTERY - SIMPLE ASSAULT,37,7.15
64600,2014,07:15:00,BURGLARY,69,7.15
64601,2014,07:15:00,BURGLARY FROM VEHICLE,9,7.15
64621,2014,07:15:00,THEFT OF IDENTITY,2,7.15
64628,2014,07:15:00,VEHICLE - STOLEN,13,7.15
64644,2014,07:19:00,BURGLARY,1,7.19
64646,2014,07:19:00,THEFT OF IDENTITY,1,7.19
64650,2014,07:20:00,BATTERY - SIMPLE ASSAULT,28,7.2
64655,2014,07:20:00,BURGLARY,34,7.2
64656,2014,07:20:00,BURGLARY FROM VEHICLE,11,7.2
64681,2014,07:20:00,VEHICLE - STOLEN,9,7.2
64687,2014,07:23:00,BURGLARY,1,7.23
64688,2014,07:23:00,THEFT OF IDENTITY,1,7.23
64694,2014,07:25:00,BATTERY - SIMPLE ASSAULT,5,7.25
64698,2014,07:25:00,BURGLARY,7,7.25
64699,2014,07:25:00,BURGLARY FROM VEHICLE,2,7.25
64707,2014,07:25:00,THEFT OF IDENTITY,4,7.25
64712,2014,07:25:00,VEHICLE - STOLEN,5,7.25
64722,2014,07:30:00,BATTERY - SIMPLE ASSAULT,99,7.3
64729,2014,07:30:00,BURGLARY,224,7.3
64730,2014,07:30:00,BURGLARY FROM VEHICLE,66,7.3
64766,2014,07:30:00,THEFT OF IDENTITY,23,7.3
64775,2014,07:30:00,VEHICLE - STOLEN,88,7.3
64779,2014,07:32:00,BATTERY - SIMPLE ASSAULT,1,7.32
64782,2014,07:35:00,BATTERY - SIMPLE ASSAULT,11,7.35
64784,2014,07:35:00,BURGLARY,9,7.35
64798,2014,07:35:00,THEFT OF IDENTITY,1,7.35
64805,2014,07:35:00,VEHICLE - STOLEN,2,7.35
64811,2014,07:38:00,BATTERY - SIMPLE ASSAULT,1,7.38
64816,2014,07:40:00,BATTERY - SIMPLE ASSAULT,27,7.4
64818,2014,07:40:00,BURGLARY,21,7.4
64819,2014,07:40:00,BURGLARY FROM VEHICLE,5,7.4
64836,2014,07:40:00,THEFT OF IDENTITY,1,7.4
64843,2014,07:40:00,VEHICLE - STOLEN,12,7.4
64847,2014,07:41:00,THEFT OF IDENTITY,2,7.41
64852,2014,07:42:00,THEFT OF IDENTITY,1,7.42
64853,2014,07:42:00,VEHICLE - STOLEN,1,7.42
64854,2014,07:43:00,BATTERY - SIMPLE ASSAULT,1,7.43
64857,2014,07:43:00,THEFT OF IDENTITY,1,7.43
64860,2014,07:44:00,BURGLARY,1,7.44
64864,2014,07:45:00,BATTERY - SIMPLE ASSAULT,29,7.45
64868,2014,07:45:00,BURGLARY,65,7.45
64869,2014,07:45:00,BURGLARY FROM VEHICLE,25,7.45
64893,2014,07:45:00,THEFT OF IDENTITY,7,7.45
64901,2014,07:45:00,VEHICLE - STOLEN,12,7.45
64908,2014,07:49:00,THEFT OF IDENTITY,1,7.49
64913,2014,07:50:00,BATTERY - SIMPLE ASSAULT,41,7.5
64916,2014,07:50:00,BURGLARY,24,7.5
64917,2014,07:50:00,BURGLARY FROM VEHICLE,11,7.5
64937,2014,07:50:00,THEFT OF IDENTITY,1,7.5
64945,2014,07:50:00,VEHICLE - STOLEN,9,7.5
64949,2014,07:51:00,THEFT OF IDENTITY,1,7.51
64952,2014,07:52:00,BATTERY - SIMPLE ASSAULT,1,7.52
64961,2014,07:55:00,BATTERY - SIMPLE ASSAULT,15,7.55
64962,2014,07:55:00,BURGLARY,5,7.55
64963,2014,07:55:00,BURGLARY FROM VEHICLE,2,7.55
64973,2014,07:55:00,THEFT OF IDENTITY,1,7.55
64979,2014,07:55:00,VEHICLE - STOLEN,5,7.55
64982,2014,07:57:00,BURGLARY,1,7.57
64985,2014,07:59:00,VEHICLE - STOLEN,1,7.59
64989,2014,08:00:00,BATTERY - SIMPLE ASSAULT,200,8.0
64999,2014,08:00:00,BURGLARY,445,8.0
65000,2014,08:00:00,BURGLARY FROM VEHICLE,152,8.0
65053,2014,08:00:00,THEFT OF IDENTITY,1246,8.0
65066,2014,08:00:00,VEHICLE - STOLEN,281,8.0
65070,2014,08:01:00,THEFT OF IDENTITY,1,8.01
65072,2014,08:01:00,VEHICLE - STOLEN,1,8.01
65077,2014,08:03:00,VEHICLE - STOLEN,1,8.03
65078,2014,08:04:00,BURGLARY,1,8.04
65082,2014,08:05:00,BATTERY - SIMPLE ASSAULT,11,8.05
65087,2014,08:05:00,BURGLARY,8,8.05
65088,2014,08:05:00,BURGLARY FROM VEHICLE,2,8.05
65105,2014,08:05:00,VEHICLE - STOLEN,3,8.05
65109,2014,08:06:00,THEFT OF IDENTITY,1,8.06
65117,2014,08:10:00,BATTERY - SIMPLE ASSAULT,32,8.1
65121,2014,08:10:00,BURGLARY,14,8.1
65122,2014,08:10:00,BURGLARY FROM VEHICLE,6,8.1
65138,2014,08:10:00,THEFT OF IDENTITY,1,8.1
65147,2014,08:10:00,VEHICLE - STOLEN,4,8.1
65159,2014,08:14:00,BURGLARY,1,8.14
65165,2014,08:15:00,BATTERY - SIMPLE ASSAULT,51,8.15
65170,2014,08:15:00,BURGLARY,53,8.15
65171,2014,08:15:00,BURGLARY FROM VEHICLE,27,8.15
65194,2014,08:15:00,THEFT OF IDENTITY,4,8.15
65201,2014,08:15:00,VEHICLE - STOLEN,12,8.15
65209,2014,08:19:00,BATTERY - SIMPLE ASSAULT,1,8.19
65212,2014,08:20:00,BATTERY - SIMPLE ASSAULT,32,8.2
65219,2014,08:20:00,BURGLARY,27,8.2
65220,2014,08:20:00,BURGLARY FROM VEHICLE,8,8.2
65239,2014,08:20:00,THEFT OF IDENTITY,6,8.2
65249,2014,08:20:00,VEHICLE - STOLEN,9,8.2
65256,2014,08:22:00,BATTERY - SIMPLE ASSAULT,1,8.22
65257,2014,08:22:00,BURGLARY,1,8.22
65260,2014,08:22:00,THEFT OF IDENTITY,1,8.22
65261,2014,08:22:00,VEHICLE - STOLEN,1,8.22
65264,2014,08:23:00,THEFT OF IDENTITY,1,8.23
65271,2014,08:25:00,BATTERY - SIMPLE ASSAULT,19,8.25
65276,2014,08:25:00,BURGLARY,8,8.25
65277,2014,08:25:00,BURGLARY FROM VEHICLE,5,8.25
65287,2014,08:25:00,THEFT OF IDENTITY,3,8.25
65294,2014,08:25:00,VEHICLE - STOLEN,2,8.25
65304,2014,08:30:00,BATTERY - SIMPLE ASSAULT,141,8.3
65312,2014,08:30:00,BURGLARY,248,8.3
65313,2014,08:30:00,BURGLARY FROM VEHICLE,77,8.3
65351,2014,08:30:00,THEFT OF IDENTITY,86,8.3
65361,2014,08:30:00,VEHICLE - STOLEN,112,8.3
65364,2014,08:31:00,BURGLARY FROM VEHICLE,1,8.31
65370,2014,08:35:00,BATTERY - SIMPLE ASSAULT,12,8.35
65372,2014,08:35:00,BURGLARY,6,8.35
65373,2014,08:35:00,BURGLARY FROM VEHICLE,3,8.35
65386,2014,08:35:00,THEFT OF IDENTITY,3,8.35
65392,2014,08:35:00,VEHICLE - STOLEN,2,8.35
65394,2014,08:36:00,BATTERY - SIMPLE ASSAULT,1,8.36
65397,2014,08:36:00,THEFT OF IDENTITY,1,8.36
65398,2014,08:38:00,BATTERY - SIMPLE ASSAULT,1,8.38
65401,2014,08:38:00,THEFT OF IDENTITY,1,8.38
65402,2014,08:39:00,THEFT OF IDENTITY,1,8.39
65406,2014,08:40:00,BATTERY - SIMPLE ASSAULT,40,8.4
65410,2014,08:40:00,BURGLARY,32,8.4
65411,2014,08:40:00,BURGLARY FROM VEHICLE,8,8.4
65429,2014,08:40:00,THEFT OF IDENTITY,6,8.4
65438,2014,08:40:00,VEHICLE - STOLEN,5,8.4
65444,2014,08:43:00,BATTERY - SIMPLE ASSAULT,1,8.43
65445,2014,08:43:00,BURGLARY,1,8.43
65450,2014,08:45:00,BATTERY - SIMPLE ASSAULT,52,8.45
65457,2014,08:45:00,BURGLARY,56,8.45
65458,2014,08:45:00,BURGLARY FROM VEHICLE,15,8.45
65481,2014,08:45:00,THEFT OF IDENTITY,5,8.45
65491,2014,08:45:00,VEHICLE - STOLEN,16,8.45
65503,2014,08:50:00,BATTERY - SIMPLE ASSAULT,34,8.5
65510,2014,08:50:00,BURGLARY,28,8.5
65511,2014,08:50:00,BURGLARY FROM VEHICLE,4,8.5
65534,2014,08:50:00,THEFT OF IDENTITY,12,8.5
65541,2014,08:50:00,VEHICLE - STOLEN,5,8.5
65547,2014,08:53:00,THEFT OF IDENTITY,1,8.53
65553,2014,08:55:00,BATTERY - SIMPLE ASSAULT,12,8.55
65557,2014,08:55:00,BURGLARY,8,8.55
65558,2014,08:55:00,BURGLARY FROM VEHICLE,4,8.55
65570,2014,08:55:00,THEFT OF IDENTITY,4,8.55
65579,2014,08:56:00,THEFT OF IDENTITY,1,8.56
65581,2014,08:58:00,BATTERY - SIMPLE ASSAULT,1,8.58
65584,2014,08:59:00,THEFT OF IDENTITY,1,8.59
65590,2014,09:00:00,BATTERY - SIMPLE ASSAULT,181,9.0
65599,2014,09:00:00,BURGLARY,448,9.0
65600,2014,09:00:00,BURGLARY FROM VEHICLE,137,9.0
65649,2014,09:00:00,THEFT OF IDENTITY,735,9.0
65661,2014,09:00:00,VEHICLE - STOLEN,193,9.0
65666,2014,09:01:00,BURGLARY FROM VEHICLE,1,9.01
65670,2014,09:02:00,THEFT OF IDENTITY,1,9.02
65676,2014,09:05:00,BATTERY - SIMPLE ASSAULT,11,9.05
65680,2014,09:05:00,BURGLARY,10,9.05
65681,2014,09:05:00,BURGLARY FROM VEHICLE,1,9.05
65695,2014,09:05:00,THEFT OF IDENTITY,2,9.05
65713,2014,09:10:00,BATTERY - SIMPLE ASSAULT,25,9.1
65720,2014,09:10:00,BURGLARY,18,9.1
65721,2014,09:10:00,BURGLARY FROM VEHICLE,4,9.1
65737,2014,09:10:00,THEFT OF IDENTITY,1,9.1
65746,2014,09:10:00,VEHICLE - STOLEN,3,9.1
65749,2014,09:11:00,BURGLARY,1,9.11
65753,2014,09:13:00,BATTERY - SIMPLE ASSAULT,1,9.13
65754,2014,09:13:00,BURGLARY,1,9.13
65759,2014,09:14:00,BATTERY - SIMPLE ASSAULT,2,9.14
65760,2014,09:14:00,BURGLARY FROM VEHICLE,1,9.14
65766,2014,09:15:00,BATTERY - SIMPLE ASSAULT,44,9.15
65774,2014,09:15:00,BURGLARY,52,9.15
65775,2014,09:15:00,BURGLARY FROM VEHICLE,16,9.15
65800,2014,09:15:00,THEFT OF IDENTITY,11,9.15
65808,2014,09:15:00,VEHICLE - STOLEN,6,9.15
65811,2014,09:16:00,BURGLARY FROM VEHICLE,1,9.16
65822,2014,09:18:00,BURGLARY,1,9.18
65827,2014,09:20:00,BATTERY - SIMPLE ASSAULT,38,9.2
65832,2014,09:20:00,BURGLARY,19,9.2
65833,2014,09:20:00,BURGLARY FROM VEHICLE,11,9.2
65853,2014,09:20:00,THEFT OF IDENTITY,6,9.2
65860,2014,09:20:00,VEHICLE - STOLEN,4,9.2
65871,2014,09:23:00,VEHICLE - STOLEN,1,9.23
65875,2014,09:25:00,BATTERY - SIMPLE ASSAULT,7,9.25
65880,2014,09:25:00,BURGLARY,6,9.25
65881,2014,09:25:00,BURGLARY FROM VEHICLE,4,9.25
65900,2014,09:25:00,THEFT OF IDENTITY,1,9.25
65908,2014,09:25:00,VEHICLE - STOLEN,1,9.25
65912,2014,09:26:00,BURGLARY,1,9.26
65915,2014,09:27:00,BATTERY - SIMPLE ASSAULT,1,9.27
65916,2014,09:27:00,BURGLARY,2,9.27
65924,2014,09:30:00,BATTERY - SIMPLE ASSAULT,165,9.3
65935,2014,09:30:00,BURGLARY,252,9.3
65936,2014,09:30:00,BURGLARY FROM VEHICLE,71,9.3
65981,2014,09:30:00,THEFT OF IDENTITY,50,9.3
65989,2014,09:30:00,VEHICLE - STOLEN,56,9.3
66001,2014,09:34:00,BURGLARY,1,9.34
66005,2014,09:35:00,BATTERY - SIMPLE ASSAULT,15,9.35
66007,2014,09:35:00,BURGLARY,8,9.35
66008,2014,09:35:00,BURGLARY FROM VEHICLE,2,9.35
66021,2014,09:35:00,THEFT OF IDENTITY,1,9.35
66028,2014,09:35:00,VEHICLE - STOLEN,3,9.35
66031,2014,09:36:00,BATTERY - SIMPLE ASSAULT,1,9.36
66032,2014,09:36:00,THEFT OF IDENTITY,1,9.36
66033,2014,09:37:00,BATTERY - SIMPLE ASSAULT,1,9.37
66036,2014,09:38:00,BURGLARY,1,9.38
66043,2014,09:40:00,BATTERY - SIMPLE ASSAULT,40,9.4
66049,2014,09:40:00,BURGLARY,24,9.4
66050,2014,09:40:00,BURGLARY FROM VEHICLE,8,9.4
66067,2014,09:40:00,THEFT OF IDENTITY,3,9.4
66076,2014,09:40:00,VEHICLE - STOLEN,3,9.4
66086,2014,09:43:00,VEHICLE - STOLEN,1,9.43
66087,2014,09:44:00,BATTERY - SIMPLE ASSAULT,1,9.44
66093,2014,09:45:00,BATTERY - SIMPLE ASSAULT,47,9.45
66101,2014,09:45:00,BURGLARY,59,9.45
66102,2014,09:45:00,BURGLARY FROM VEHICLE,36,9.45
66123,2014,09:45:00,THEFT OF IDENTITY,7,9.45
66134,2014,09:45:00,VEHICLE - STOLEN,15,9.45
66141,2014,09:47:00,BATTERY - SIMPLE ASSAULT,1,9.47
66143,2014,09:47:00,THEFT OF IDENTITY,1,9.47
66150,2014,09:49:00,THEFT OF IDENTITY,1,9.49
66155,2014,09:50:00,BATTERY - SIMPLE ASSAULT,32,9.5
66162,2014,09:50:00,BURGLARY,20,9.5
66163,2014,09:50:00,BURGLARY FROM VEHICLE,9,9.5
66183,2014,09:50:00,THEFT OF IDENTITY,8,9.5
66192,2014,09:50:00,VEHICLE - STOLEN,8,9.5
66199,2014,09:52:00,BATTERY - SIMPLE ASSAULT,1,9.52
66201,2014,09:52:00,BURGLARY,1,9.52
66207,2014,09:53:00,BURGLARY,1,9.53
66215,2014,09:55:00,BATTERY - SIMPLE ASSAULT,15,9.55
66218,2014,09:55:00,BURGLARY,4,9.55
66219,2014,09:55:00,BURGLARY FROM VEHICLE,6,9.55
66231,2014,09:55:00,THEFT OF IDENTITY,2,9.55
66240,2014,09:55:00,VEHICLE - STOLEN,1,9.55
66246,2014,09:57:00,BATTERY - SIMPLE ASSAULT,1,9.57
66247,2014,09:58:00,BURGLARY FROM VEHICLE,1,9.58
66256,2014,10:00:00,BATTERY - SIMPLE ASSAULT,261,10.0
66265,2014,10:00:00,BURGLARY,484,10.0
66266,2014,10:00:00,BURGLARY FROM VEHICLE,222,10.0
66317,2014,10:00:00,THEFT OF IDENTITY,467,10.0
66329,2014,10:00:00,VEHICLE - STOLEN,242,10.0
66341,2014,10:04:00,BATTERY - SIMPLE ASSAULT,1,10.04
66348,2014,10:05:00,BATTERY - SIMPLE ASSAULT,13,10.05
66352,2014,10:05:00,BURGLARY,3,10.05
66353,2014,10:05:00,BURGLARY FROM VEHICLE,4,10.05
66373,2014,10:05:00,VEHICLE - STOLEN,3,10.05
66379,2014,10:06:00,THEFT OF IDENTITY,1,10.06
66382,2014,10:07:00,BURGLARY,1,10.07
66389,2014,10:08:00,BATTERY - SIMPLE ASSAULT,1,10.08
66399,2014,10:00:00,BATTERY - SIMPLE ASSAULT,24,10.1
66403,2014,10:00:00,BURGLARY,14,10.1
66404,2014,10:00:00,BURGLARY FROM VEHICLE,9,10.1
66421,2014,10:00:00,THEFT OF IDENTITY,1,10.1
66430,2014,10:00:00,VEHICLE - STOLEN,2,10.1
66438,2014,10:01:00,THEFT OF IDENTITY,1,10.11
66440,2014,10:01:00,VEHICLE - STOLEN,1,10.11
66445,2014,10:03:00,BURGLARY,1,10.13
66449,2014,10:04:00,BURGLARY,1,10.14
66456,2014,10:05:00,BATTERY - SIMPLE ASSAULT,54,10.15
66464,2014,10:05:00,BURGLARY,41,10.15
66465,2014,10:05:00,BURGLARY FROM VEHICLE,19,10.15
66493,2014,10:05:00,THEFT OF IDENTITY,4,10.15
66500,2014,10:05:00,VEHICLE - STOLEN,5,10.15
66505,2014,10:06:00,THEFT OF IDENTITY,1,10.16
66521,2014,10:00:00,BATTERY - SIMPLE ASSAULT,47,10.2
66527,2014,10:00:00,BURGLARY,23,10.2
66528,2014,10:00:00,BURGLARY FROM VEHICLE,14,10.2
66550,2014,10:00:00,THEFT OF IDENTITY,8,10.2
66558,2014,10:00:00,VEHICLE - STOLEN,10,10.2
66563,2014,10:02:00,BATTERY - SIMPLE ASSAULT,1,10.22
66579,2014,10:05:00,BATTERY - SIMPLE ASSAULT,19,10.25
66583,2014,10:05:00,BURGLARY,8,10.25
66584,2014,10:05:00,BURGLARY FROM VEHICLE,1,10.25
66593,2014,10:05:00,THEFT OF IDENTITY,5,10.25
66600,2014,10:05:00,VEHICLE - STOLEN,3,10.25
66606,2014,10:07:00,THEFT OF IDENTITY,1,10.27
66608,2014,10:08:00,BATTERY - SIMPLE ASSAULT,1,10.28
66610,2014,10:08:00,BURGLARY,1,10.28
66616,2014,10:00:00,BATTERY - SIMPLE ASSAULT,190,10.3
66624,2014,10:00:00,BURGLARY,225,10.3
66625,2014,10:00:00,BURGLARY FROM VEHICLE,88,10.3
66668,2014,10:00:00,THEFT OF IDENTITY,60,10.3
66679,2014,10:00:00,VEHICLE - STOLEN,62,10.3
66685,2014,10:03:00,BURGLARY,1,10.33
66693,2014,10:05:00,BATTERY - SIMPLE ASSAULT,15,10.35
66699,2014,10:05:00,BURGLARY,9,10.35
66700,2014,10:05:00,BURGLARY FROM VEHICLE,2,10.35
66714,2014,10:05:00,THEFT OF IDENTITY,3,10.35
66723,2014,10:05:00,VEHICLE - STOLEN,6,10.35
66726,2014,10:06:00,BATTERY - SIMPLE ASSAULT,1,10.36
66728,2014,10:06:00,THEFT OF IDENTITY,1,10.36
66731,2014,10:07:00,BATTERY - SIMPLE ASSAULT,1,10.37
66733,2014,10:07:00,THEFT OF IDENTITY,2,10.37
66737,2014,10:09:00,BURGLARY FROM VEHICLE,1,10.39
66742,2014,10:00:00,BATTERY - SIMPLE ASSAULT,49,10.4
66747,2014,10:00:00,BURGLARY,27,10.4
66748,2014,10:00:00,BURGLARY FROM VEHICLE,10,10.4
66768,2014,10:00:00,THEFT OF IDENTITY,14,10.4
66775,2014,10:00:00,VEHICLE - STOLEN,9,10.4
66782,2014,10:02:00,BATTERY - SIMPLE ASSAULT,1,10.42
66783,2014,10:02:00,BURGLARY,1,10.42
66787,2014,10:02:00,THEFT OF IDENTITY,2,10.42
66794,2014,10:04:00,BURGLARY FROM VEHICLE,1,10.44
66804,2014,10:05:00,BATTERY - SIMPLE ASSAULT,93,10.45
66812,2014,10:05:00,BURGLARY,35,10.45
66813,2014,10:05:00,BURGLARY FROM VEHICLE,13,10.45
66839,2014,10:05:00,THEFT OF IDENTITY,10,10.45
66849,2014,10:05:00,VEHICLE - STOLEN,10,10.45
66859,2014,10:07:00,THEFT OF IDENTITY,1,10.47
66862,2014,10:08:00,BURGLARY,1,10.48
66870,2014,10:09:00,THEFT OF IDENTITY,2,10.49
66875,2014,10:00:00,BATTERY - SIMPLE ASSAULT,45,10.5
